Edad,Tipo_empleo,ID,Educacion,Tiempo_estudio,Estado_civil,Tipo_trabajo,Familia,Raza,Sexo,Ganancias,Perdidas,Hora_Trabajo,Pais,Ingresos_mayores_50k
32,4,94041,4,9,2,6,1,1,1,0,0,25, Ireland,0
49,5,187563,5,10,2,8,1,1,1,0,0,50, United-States,1
36,4,176101,5,10,1,2,3,1,1,2174,0,60, United-States,0
36,4,749105,4,9,3,6,4,1,0,0,0,36, United-States,0
41,0,230020,1,3,2,0,1,5,1,0,0,40, United-States,0
21,4,216070,3,12,2,4,5,4,0,0,0,46, United-States,1
54,6,105010,6,13,2,3,1,1,1,0,0,40, United-States,1
43,4,198203,5,10,2,6,2,2,0,0,0,40, United-States,0
35,2,215419,5,10,3,4,4,1,0,0,0,40, United-States,0
31,4,120460,5,10,2,10,1,1,1,0,0,50, United-States,1
46,4,199316,5,10,2,2,6,3,1,0,0,40, India,0
46,4,146919,4,9,4,5,2,1,0,0,0,40, United-States,0
56,4,174744,4,9,2,6,1,1,1,0,0,40, United-States,0
45,0,189564,7,14,2,0,5,1,0,0,0,1, United-States,0
21,4,249957,4,9,1,4,3,1,1,0,0,40, United-States,0
51,4,146574,7,14,2,3,1,1,1,0,0,50, United-States,1
47,7,156417,5,10,3,1,4,1,1,0,0,20, United-States,0
42,4,236110,1,3,2,2,2,1,1,0,0,40, Puerto-Rico,0
19,4,63363,5,10,1,5,3,1,0,0,0,30, United-States,0
25,4,190107,6,13,1,2,3,1,1,0,0,40, United-States,0
37,4,126569,7,14,2,11,1,1,1,0,0,60, United-States,1
35,4,176756,2,8,2,6,1,2,1,0,0,40, United-States,0
40,4,115161,4,9,2,8,1,1,1,0,0,30, United-States,0
57,6,138892,2,7,2,5,1,1,1,0,0,15, United-States,0
38,4,256864,4,9,2,11,1,1,1,0,0,50, United-States,1
48,4,265083,2,6,3,5,2,1,0,0,0,38, United-States,0
34,4,249948,5,10,3,6,2,1,0,0,0,34, United-States,0
46,1,31141,5,10,3,8,2,1,1,0,0,40, United-States,0
30,4,164190,4,9,1,4,2,1,1,0,0,38, ?,0
45,7,67544,7,14,3,12,2,1,1,0,0,50, United-States,0
32,6,174789,6,13,2,1,1,1,1,0,0,50, United-States,1
35,4,199753,4,9,1,7,3,1,1,0,0,48, United-States,0
62,4,122246,5,10,1,2,2,1,0,8614,0,39, United-States,1
56,0,188166,4,9,2,0,1,1,1,0,0,40, United-States,0
50,4,96586,3,11,2,6,1,1,1,0,0,40, United-States,0
25,4,189590,6,13,1,11,2,1,1,0,0,40, United-States,0
41,4,140590,5,10,1,5,2,2,1,0,0,33, United-States,0
35,4,255702,4,9,1,6,3,1,0,0,0,27, United-States,0
33,4,260782,5,10,2,2,1,1,1,0,0,41, United-States,1
38,4,169926,3,12,2,3,5,1,0,0,1902,40, United-States,1
37,7,151322,6,13,1,1,2,1,1,0,0,40, United-States,0
56,4,192869,4,9,2,7,1,1,1,0,0,40, United-States,1
19,4,93604,1,4,1,2,3,1,1,0,1602,32, United-States,0
31,4,86958,2,5,2,3,5,1,0,0,0,40, United-States,0
53,2,228723,4,9,3,2,2,5,1,0,0,40, ?,1
33,4,192644,4,9,4,9,4,1,1,0,0,35, Puerto-Rico,0
72,4,284080,1,2,3,6,2,2,1,0,0,40, United-States,0
54,4,43269,4,9,2,8,1,1,1,0,0,50, United-States,1
30,4,190040,6,13,1,7,2,1,0,0,0,40, United-States,0
51,4,306108,8,16,1,1,2,1,1,0,0,40, United-States,1
30,4,220148,4,9,2,2,1,1,1,0,1848,50, United-States,1
30,4,381645,6,13,1,1,2,1,1,0,0,50, United-States,0
32,4,216361,5,10,2,12,1,2,1,0,0,16, United-States,0
30,4,213722,5,10,1,5,2,1,1,0,0,50, United-States,1
35,4,112271,7,14,2,4,1,1,1,0,0,40, United-States,0
40,4,208277,5,10,3,4,3,1,0,0,0,44, United-States,1
38,7,352628,6,13,3,1,2,1,0,0,0,40, United-States,0
19,4,129620,2,6,1,6,6,1,0,0,0,30, United-States,0
32,4,249550,5,10,1,1,2,1,1,0,0,44, United-States,0
49,4,178749,7,14,2,4,4,1,0,0,0,40, United-States,0
76,0,173542,6,13,2,0,1,1,1,0,0,10, United-States,0
60,4,167670,6,13,2,1,1,1,1,0,0,35, United-States,0
60,4,81578,2,5,2,5,1,1,1,0,0,40, United-States,0
55,4,160662,8,16,2,3,1,1,1,0,0,80, United-States,1
41,4,163322,6,13,3,11,2,1,0,0,0,30, ?,0
24,4,152189,4,9,1,2,3,1,1,0,0,40, United-States,0
53,4,106176,7,14,2,5,1,1,1,7298,0,60, United-States,1
69,7,159191,5,10,5,4,2,1,0,0,810,38, United-States,0
71,0,250263,5,10,2,0,1,1,1,3432,0,30, United-States,0
41,4,78410,4,9,2,4,5,1,0,0,0,40, United-States,1
32,4,131379,4,9,1,6,3,1,0,0,0,40, United-States,0
45,4,166929,2,7,2,2,1,1,1,0,0,40, United-States,0
59,4,380357,6,13,3,3,2,1,1,0,0,40, United-States,0
31,4,79190,4,9,1,6,3,1,0,0,0,35, United-States,0
40,4,342164,4,9,4,4,4,1,0,0,0,37, United-States,0
44,4,182616,3,11,2,11,1,1,1,0,0,40, United-States,1
63,4,339473,5,10,3,5,2,1,0,0,0,60, United-States,0
31,2,381153,5,10,2,12,1,1,1,15024,0,56, United-States,1
51,4,300816,6,13,1,4,4,1,1,0,0,20, United-States,0
51,4,240988,2,7,2,7,1,3,1,0,0,40, Philippines,0
23,4,149224,4,9,1,5,2,1,1,0,0,40, United-States,0
49,4,168216,1,4,2,7,1,1,1,0,0,48, United-States,0
56,4,286487,4,9,2,2,1,1,1,2885,0,45, United-States,0
39,4,305597,4,9,2,2,1,1,1,0,0,40, United-States,1
39,6,109766,6,15,2,1,1,1,1,15024,0,50, United-States,1
30,6,188798,4,9,3,6,4,1,0,0,0,40, United-States,0
43,6,240170,6,13,2,3,1,1,1,0,0,50, Germany,0
31,4,459465,5,10,1,2,2,1,1,0,0,50, United-States,0
44,2,162506,7,14,2,1,1,1,1,0,0,35, United-States,0
43,6,145441,6,15,2,1,1,1,1,0,0,30, United-States,1
37,1,129573,8,16,2,1,1,1,1,0,0,72, ?,1
41,4,27444,5,10,2,4,1,1,1,0,0,46, United-States,1
43,4,195258,4,9,2,4,1,1,1,0,0,40, United-States,1
47,7,55272,5,10,2,2,1,1,1,0,0,40, United-States,1
38,6,164526,6,15,1,1,2,1,1,0,2824,45, United-States,1
46,4,27802,3,11,2,7,1,1,1,0,0,40, United-States,0
19,7,165289,5,10,1,6,3,1,0,0,0,40, United-States,0
19,4,274657,1,3,1,6,2,1,1,0,0,50, Guatemala,0
24,4,317175,6,13,2,5,1,1,1,0,0,45, United-States,1
39,5,163237,5,10,2,10,1,1,1,0,0,65, United-States,0
37,4,170408,3,11,3,7,2,1,0,0,0,30, United-States,0
28,0,55950,6,13,1,0,3,2,0,0,0,40, Germany,0
40,4,76625,4,9,3,2,4,1,1,0,0,40, United-States,0
27,4,366066,3,12,1,5,3,1,0,0,0,40, United-States,0
22,4,349368,4,9,1,4,6,1,0,0,0,40, United-States,0
21,4,286824,5,10,1,9,3,1,1,0,0,12, United-States,0
32,4,373263,4,9,2,3,5,1,0,0,0,40, United-States,0
20,4,161978,4,9,4,7,3,1,1,0,0,40, United-States,0
45,4,543922,7,14,3,8,2,1,1,14344,0,48, United-States,1
46,2,109089,6,15,2,12,1,1,1,0,0,40, United-States,1
46,4,110151,3,11,3,3,4,1,0,0,0,45, United-States,0
26,4,34110,5,10,1,12,2,1,1,0,0,44, United-States,0
47,6,118506,6,13,2,3,3,1,1,0,0,60, United-States,0
22,4,117789,5,10,1,1,3,1,0,0,0,10, United-States,0
34,6,353881,4,9,2,3,1,1,1,0,0,60, United-States,0
49,4,200471,1,2,2,2,1,1,1,0,0,40, Portugal,0
20,4,258517,5,10,1,9,3,1,1,0,0,25, United-States,0
28,4,190367,4,9,2,7,1,1,1,0,0,45, United-States,0
30,4,174704,2,7,2,7,1,2,1,0,0,40, United-States,0
23,4,179413,4,9,2,2,1,1,1,0,0,40, United-States,0
20,4,329530,2,5,1,13,3,1,1,0,0,40, Mexico,0
31,4,273818,5,10,2,6,1,1,1,0,0,55, Mexico,0
46,4,256522,1,2,1,7,3,1,1,0,0,40, Puerto-Rico,0
42,4,196001,4,9,4,4,4,1,0,0,0,40, United-States,0
60,6,282660,1,4,2,2,1,1,1,0,0,40, United-States,0
30,4,72630,6,13,1,1,2,1,1,0,0,50, United-States,0
27,4,50295,5,10,2,8,1,1,1,0,0,48, United-States,0
20,4,203240,2,5,1,5,3,1,0,0,0,32, United-States,0
56,6,172618,6,13,2,1,1,1,1,7688,0,40, United-States,1
41,4,202168,5,10,2,3,1,1,1,0,0,60, United-States,1
61,4,176839,4,9,2,7,1,1,1,0,0,40, United-States,0
47,4,176140,4,9,3,3,4,2,0,0,0,40, United-States,1
60,4,39952,2,5,2,7,1,1,1,2228,0,37, United-States,0
33,4,292465,2,5,2,7,1,1,1,0,0,50, United-States,0
40,0,161285,5,10,2,0,5,1,0,0,0,25, United-States,0
48,4,355320,6,13,2,1,1,1,1,0,0,45, Canada,1
56,4,182460,4,9,2,9,1,1,1,0,0,40, United-States,1
50,4,69345,3,11,2,8,1,1,1,3103,0,55, United-States,1
57,6,102058,7,14,2,1,1,1,1,0,0,40, United-States,1
20,4,165804,5,10,1,4,3,5,0,0,0,40, United-States,0
46,4,318259,3,11,3,11,6,1,0,0,0,36, United-States,0
21,4,117606,5,10,1,1,2,1,0,0,0,40, United-States,0
37,4,170718,4,9,2,3,1,1,1,0,0,40, United-States,0
42,4,413297,5,10,2,11,1,1,1,0,0,40, United-States,0
20,4,190457,4,9,1,6,3,1,0,0,0,30, United-States,0
54,4,88278,8,16,2,1,1,1,1,0,1977,50, United-States,1
32,2,217296,4,9,2,8,5,1,0,4064,0,22, United-States,0
62,0,97231,5,10,2,0,5,1,0,0,0,1, United-States,0
50,4,123429,5,10,2,2,1,1,1,0,0,40, United-States,1
49,1,420282,5,10,1,4,4,2,0,0,0,40, United-States,0
48,4,498325,3,12,2,8,1,1,1,0,0,50, United-States,0
24,4,248533,5,10,1,5,6,2,0,0,0,40, United-States,0
46,4,137354,7,14,2,11,1,3,1,0,0,40, Philippines,1
42,4,272910,4,9,3,6,2,1,0,0,0,40, United-States,0
52,5,206054,5,10,2,2,1,1,1,0,0,40, United-States,0
58,2,92141,3,12,5,4,2,2,0,0,0,40, United-States,0
37,4,163199,5,10,3,11,2,4,0,0,0,40, United-States,0
34,4,195860,4,9,2,2,1,1,1,0,0,40, United-States,0
26,4,115717,5,10,2,4,1,1,1,0,2051,40, United-States,0
18,4,120029,5,10,1,4,6,1,0,0,0,20, United-States,0
33,4,221762,5,10,1,1,2,2,1,0,0,40, United-States,0
41,4,342164,5,10,3,5,2,1,0,0,0,15, United-States,0
21,4,176356,3,12,1,4,3,1,0,0,0,20, United-States,0
23,4,133239,3,11,1,11,2,1,0,0,0,40, United-States,0
26,1,169101,5,10,1,11,3,1,0,0,0,40, United-States,0
33,4,159442,6,13,2,6,5,1,0,0,0,40, United-States,0
24,4,174461,5,10,1,3,3,1,0,0,0,45, United-States,0
43,4,361280,2,6,2,2,1,3,1,0,0,42, China,0
52,7,447579,4,9,3,4,2,1,0,0,0,40, England,0
27,0,308995,5,10,3,0,3,2,0,0,0,40, United-States,0
61,4,248448,1,4,3,6,4,1,0,0,0,40, United-States,0
35,4,161141,4,9,2,7,1,1,1,0,0,40, United-States,0
35,4,212465,4,9,2,2,1,1,1,0,0,40, United-States,1
45,5,170871,4,9,2,3,1,1,1,15024,0,55, United-States,1
43,2,233865,4,9,2,3,1,1,1,0,0,40, United-States,1
51,4,163052,4,9,2,12,1,1,1,0,0,40, United-States,1
35,4,348690,6,13,2,8,1,1,1,0,0,40, United-States,0
47,1,34845,6,13,2,4,1,1,1,0,0,45, Germany,1
22,4,206861,5,10,1,4,3,1,1,0,0,40, United-States,0
49,5,349230,3,11,2,3,1,1,1,0,0,60, United-States,1
20,4,130840,4,9,1,2,3,1,1,0,0,20, United-States,0
19,4,415354,2,6,3,6,2,1,0,0,0,40, United-States,0
27,4,132191,4,9,1,2,2,1,1,0,0,40, United-States,0
42,4,202466,3,12,3,1,4,1,0,0,0,45, United-States,0
27,0,224421,5,10,3,0,3,1,1,0,0,40, United-States,0
23,6,236804,5,10,1,10,3,1,1,0,0,35, United-States,0
20,4,107658,5,10,1,11,2,1,0,0,0,10, United-States,0
47,4,102771,4,9,2,8,1,1,1,0,0,50, United-States,0
17,4,221403,2,8,1,6,3,2,1,0,0,18, United-States,0
76,0,211574,2,6,2,0,1,1,1,0,0,1, United-States,0
39,4,52645,5,10,3,5,4,1,0,0,0,40, United-States,0
25,4,276310,2,5,2,7,1,1,1,0,0,40, Mexico,0
31,4,134613,3,11,2,3,5,2,0,0,0,43, United-States,0
44,4,215479,4,9,3,8,2,2,1,0,0,20, Haiti,0
53,4,266529,3,11,2,3,1,1,1,0,0,40, United-States,1
34,4,265807,5,10,4,2,2,1,1,0,0,45, United-States,0
45,6,67716,5,10,2,3,1,1,1,0,0,60, United-States,0
34,4,178951,4,9,2,5,1,1,1,0,0,45, United-States,0
35,4,241126,7,14,2,5,1,1,1,0,0,40, United-States,1
36,4,176544,5,10,1,6,2,1,1,0,0,48, United-States,0
45,4,169180,5,10,5,6,4,1,0,0,0,45, United-States,0
37,6,282461,5,10,2,3,1,1,1,0,0,60, United-States,0
53,4,157069,3,12,2,7,1,1,1,0,0,40, United-States,1
35,4,99357,7,14,2,1,5,1,0,15024,0,50, United-States,1
38,6,414991,4,9,2,7,1,1,1,0,0,70, ?,0
65,5,338316,5,10,2,5,1,1,1,0,0,40, United-States,0
49,6,59612,2,6,3,10,4,1,1,0,0,70, United-States,0
24,4,220426,4,9,1,9,2,1,1,0,0,40, United-States,0
54,4,115912,5,10,2,2,1,1,1,0,0,40, United-States,0
17,4,27032,2,6,1,5,3,1,0,0,0,12, United-States,0
19,4,170720,2,8,1,6,3,1,1,0,0,16, United-States,0
60,4,183162,4,9,5,7,2,1,0,0,0,40, United-States,0
46,4,192360,6,13,2,3,1,1,1,0,0,35, United-States,1
78,0,165694,7,14,5,0,2,1,0,0,0,15, United-States,0
26,4,128553,5,10,1,3,3,2,0,0,0,40, United-States,0
58,4,209423,1,2,2,6,1,1,1,0,0,38, Cuba,0
37,6,121510,4,9,3,3,4,1,1,0,0,55, United-States,0
41,4,93793,7,14,2,1,1,1,1,0,0,38, United-States,1
30,4,133602,6,13,3,3,2,1,1,0,0,40, United-States,0
19,4,391329,5,10,1,4,2,1,0,0,0,30, United-States,0
48,4,96359,6,13,2,3,1,1,1,0,0,60, Greece,1
22,4,203894,5,10,1,8,2,1,0,0,0,24, United-States,0
50,4,196193,7,14,2,1,6,1,1,0,0,60, ?,0
25,4,195994,1,2,1,13,2,1,0,0,0,40, Guatemala,0
18,4,50879,2,6,1,6,3,1,1,0,0,6, United-States,0
21,4,186849,4,9,1,9,3,1,1,0,0,40, United-States,0
47,4,201127,5,10,2,8,1,1,1,0,0,50, United-States,0
33,4,110998,4,9,1,6,6,4,0,0,0,36, United-States,0
39,4,190466,4,9,3,2,3,1,1,2174,0,40, United-States,0
67,6,173935,6,13,2,3,1,1,1,0,0,8, United-States,1
19,4,167140,5,10,1,6,3,1,1,0,1602,24, United-States,0
18,4,110230,2,6,1,6,3,1,1,0,0,11, United-States,0
36,4,287658,4,9,1,4,3,2,1,0,0,40, United-States,0
23,4,224954,5,10,1,7,3,1,1,0,0,25, United-States,0
25,0,394820,5,10,4,0,4,1,0,0,0,20, United-States,0
40,4,37618,5,10,2,2,1,1,1,0,0,40, ?,0
73,6,29306,4,9,2,10,1,1,1,0,0,40, United-States,0
35,4,37314,5,10,2,2,1,1,1,5013,0,40, United-States,0
31,4,420749,3,12,2,2,1,1,1,0,0,40, United-States,1
20,4,482732,2,6,1,7,2,1,1,0,0,40, United-States,0
20,4,206215,4,9,1,4,3,1,0,0,0,40, United-States,0
27,4,101364,4,9,2,9,1,1,1,0,0,40, Mexico,0
66,5,185369,2,6,2,5,1,1,1,0,0,30, United-States,0
66,4,216856,7,14,2,5,1,1,1,0,0,50, United-States,0
64,4,256019,7,14,1,1,2,1,0,0,0,35, United-States,0
48,4,348144,5,10,3,8,2,1,1,3325,0,53, United-States,0
24,4,190293,6,13,1,1,2,1,0,0,0,40, United-States,0
51,6,25932,4,9,2,10,1,1,1,0,0,60, United-States,0
25,4,176729,6,13,2,2,1,1,1,0,0,60, United-States,1
33,4,166961,2,7,4,5,3,1,0,0,0,20, United-States,0
50,4,86373,4,9,2,7,1,1,1,0,0,50, United-States,0
51,4,320513,1,4,2,2,2,2,1,0,0,50, Dominican-Republic,0
34,7,190290,6,13,2,1,1,1,1,0,0,38, United-States,1
41,2,111891,1,4,1,6,4,2,0,0,0,40, United-States,0
30,6,45796,5,10,2,7,1,1,1,0,0,40, United-States,0
59,4,108496,5,10,3,2,2,1,1,2907,0,40, United-States,0
41,6,120539,5,10,2,7,1,1,1,3103,0,40, United-States,1
36,6,164526,7,14,1,5,2,1,1,10520,0,45, United-States,1
37,4,323155,1,2,2,10,1,1,1,0,0,85, Mexico,0
28,4,65389,4,9,1,6,2,4,1,0,0,30, United-States,0
19,4,414871,4,9,1,2,3,1,1,0,0,40, United-States,0
28,4,161607,5,10,2,8,1,1,1,0,0,45, United-States,0
62,4,224953,2,6,2,7,1,2,1,0,0,40, United-States,0
36,4,261382,7,14,2,5,1,1,1,15024,0,45, United-States,1
58,6,231818,2,6,1,2,2,1,1,0,0,40, Greece,0
42,5,184018,4,9,3,5,4,1,1,1151,0,50, United-States,0
43,5,133060,4,9,2,2,1,1,1,0,0,40, United-States,0
29,4,35032,4,9,2,2,1,1,1,0,0,40, United-States,0
32,7,304212,4,9,1,3,2,1,1,0,0,50, United-States,0
64,2,50442,2,5,1,4,6,1,1,0,0,40, United-States,0
39,4,146091,6,13,2,1,5,1,0,0,0,20, United-States,1
26,4,267431,6,13,1,5,3,2,0,0,0,20, United-States,0
19,4,121240,4,9,1,6,2,1,1,0,0,30, United-States,0
21,4,192572,4,9,1,4,3,1,0,0,0,45, United-States,0
32,4,211028,5,10,1,4,2,1,0,0,0,40, United-States,0
30,2,346122,3,12,2,12,1,1,1,5013,0,45, United-States,0
26,4,202203,6,13,1,4,6,1,0,0,0,50, United-States,0
20,4,159297,5,10,1,4,3,3,0,0,0,15, United-States,0
19,4,310158,5,10,1,8,3,1,1,0,0,30, United-States,0
33,1,193246,6,13,2,4,1,1,1,0,0,42, United-States,1
23,4,200089,5,10,2,2,6,1,1,0,0,40, El-Salvador,0
29,4,38353,4,9,2,2,1,1,1,0,0,45, United-States,0
42,4,76280,4,9,2,3,5,1,0,0,0,40, United-States,0
30,6,243665,4,9,2,5,1,1,1,0,0,50, United-States,0
63,4,68872,4,9,2,8,5,3,0,0,0,20, United-States,0
34,4,103596,4,9,2,9,1,1,1,0,0,40, United-States,0
60,6,88055,5,10,2,2,1,1,1,0,0,24, United-States,0
48,4,186203,4,9,2,6,1,1,1,0,0,50, United-States,0
25,4,257910,6,13,1,3,2,1,1,0,0,50, United-States,0
27,4,200227,3,11,2,4,5,2,0,0,0,40, United-States,0
55,6,124975,4,9,3,2,4,1,1,27828,0,55, United-States,1
32,4,227669,5,10,1,7,3,2,0,0,0,40, United-States,0
22,4,117210,5,10,1,4,3,1,1,0,0,25, Greece,0
25,4,76144,4,9,1,3,2,1,1,0,0,50, United-States,0
18,4,98667,2,7,1,6,3,1,0,0,0,16, United-States,0
24,2,155818,5,10,2,4,5,1,0,0,0,44, United-States,0
29,4,283760,6,13,1,3,2,1,0,0,0,40, United-States,0
73,0,281907,2,7,2,0,1,1,1,0,0,3, United-States,0
39,4,186183,4,9,2,2,1,1,1,0,0,40, United-States,1
33,5,202153,7,14,2,2,1,1,1,0,0,40, United-States,0
57,4,365683,4,9,3,7,2,1,0,0,0,40, United-States,1
22,4,187538,2,6,4,6,4,1,0,0,0,40, United-States,0
33,0,209432,4,9,4,0,4,1,0,0,0,20, United-States,0
33,4,126950,4,9,2,8,1,1,1,0,0,60, United-States,0
42,4,110028,4,9,2,2,1,1,1,0,0,40, United-States,0
43,4,104660,6,13,4,1,4,1,1,0,0,45, United-States,0
57,6,437281,5,10,2,11,1,1,1,0,0,38, United-States,1
42,4,259643,7,14,3,1,2,1,1,4650,0,40, United-States,0
22,4,217961,5,10,1,8,3,1,1,0,1719,30, United-States,0
21,0,134746,5,10,1,0,3,1,0,0,0,35, United-States,0
42,6,120539,6,13,2,5,1,1,1,0,0,50, United-States,1
39,4,25803,5,10,2,5,1,1,1,0,0,55, United-States,0
41,4,63596,5,10,2,1,5,1,0,0,0,32, United-States,1
20,2,325493,4,9,1,9,3,2,1,0,0,40, United-States,0
47,4,211239,5,10,2,2,1,1,1,0,0,40, United-States,0
44,4,206686,5,10,3,4,4,1,0,0,0,40, United-States,0
29,4,427965,6,13,1,4,2,2,0,0,0,40, United-States,0
52,4,218550,5,10,2,4,2,1,0,14084,0,16, United-States,1
71,4,163385,5,10,5,5,2,1,1,0,0,35, United-States,1
52,4,124993,4,9,1,2,3,1,1,0,0,55, United-States,0
36,4,107410,4,9,2,5,1,1,1,0,0,40, United-States,0
53,4,152373,5,10,3,2,2,1,1,0,0,48, United-States,1
37,4,161226,4,9,2,6,5,1,0,0,0,30, United-States,1
26,4,213799,2,6,1,9,2,1,1,0,0,40, United-States,0
34,4,204461,6,13,2,1,1,1,1,0,0,55, United-States,1
35,4,377798,6,13,1,1,2,1,1,0,0,50, United-States,1
20,4,116375,2,5,1,5,3,1,0,0,0,40, United-States,0
34,2,210164,5,10,2,2,1,1,1,0,1740,40, United-States,0
56,6,258752,6,13,2,3,1,1,1,0,0,60, United-States,0
39,4,327435,6,13,2,1,5,1,0,0,0,36, United-States,1
24,4,301199,5,10,1,11,3,1,0,0,0,20, United-States,0
24,4,186221,2,7,3,5,4,1,0,0,0,35, United-States,0
23,4,203924,6,13,1,1,2,1,1,0,0,50, United-States,0
27,4,192236,6,13,1,1,2,1,1,0,0,45, United-States,0
25,4,152035,4,9,1,4,4,1,0,0,0,40, United-States,0
29,4,201454,5,10,1,4,2,1,0,0,0,40, United-States,0
42,4,156580,5,10,2,7,5,1,0,0,0,37, United-States,1
51,4,115851,4,9,2,2,1,1,1,0,0,40, United-States,0
31,4,106753,3,11,2,2,1,1,1,0,1740,40, United-States,0
59,4,359292,1,2,2,7,1,1,1,0,0,40, Mexico,0
29,4,83003,4,9,2,6,5,1,0,0,0,40, United-States,0
18,4,78817,4,9,1,4,3,1,0,0,0,20, United-States,0
24,4,200967,4,9,2,2,5,1,0,0,0,36, United-States,0
38,7,107164,5,10,4,3,3,1,1,0,0,40, United-States,0
36,4,189674,4,9,1,13,4,2,0,0,0,28, ?,0
34,6,90614,4,9,4,3,2,1,1,0,0,50, United-States,0
42,6,323790,6,13,2,3,1,1,1,0,1977,70, United-States,1
45,6,242552,2,8,3,2,6,2,1,0,0,35, United-States,0
21,4,90935,3,11,1,8,3,1,1,0,0,40, United-States,0
64,5,165667,8,16,2,1,1,1,1,7688,0,60, Canada,1
32,4,162604,4,9,1,7,6,2,1,0,0,40, United-States,0
45,4,205424,6,13,1,1,2,1,1,0,0,40, United-States,1
53,4,97411,1,3,2,7,1,3,1,0,0,40, Laos,0
42,4,184857,4,9,2,2,1,1,1,0,0,16, United-States,0
32,4,165226,4,9,3,6,2,1,0,0,0,40, United-States,0
49,4,115784,4,9,2,7,1,1,1,0,0,40, United-States,0
62,4,368476,1,3,2,10,1,1,1,0,0,24, Mexico,0
28,4,53063,6,13,2,3,1,1,1,0,0,45, United-States,0
29,0,134566,8,16,2,0,1,1,1,0,0,50, United-States,1
32,4,153471,4,9,1,10,2,1,1,0,0,35, United-States,0
37,5,107164,2,6,1,8,2,1,1,0,2559,50, United-States,1
38,4,180303,6,13,2,3,1,3,1,0,0,50, Japan,1
44,2,236321,4,9,3,8,3,1,1,0,0,25, United-States,0
19,4,141868,4,9,1,8,3,1,1,0,0,40, United-States,0
22,0,367655,5,10,1,0,3,1,1,0,0,40, United-States,0
24,4,203518,6,13,1,1,2,1,0,0,0,40, United-States,0
58,4,119558,4,9,2,3,1,1,1,0,0,50, United-States,1
56,4,108276,6,13,5,6,2,1,0,0,0,40, United-States,0
37,4,385452,2,6,3,2,4,1,0,0,0,40, United-States,0
43,4,162003,5,10,3,7,2,1,1,0,0,40, United-States,0
32,4,349028,4,9,2,2,1,1,1,0,0,40, United-States,0
34,4,45114,6,13,1,5,3,2,0,0,0,40, United-States,0
44,4,112797,2,5,3,6,3,1,0,0,0,50, United-States,0
28,4,183639,4,9,1,9,4,1,1,0,0,40, United-States,0
35,4,177121,4,9,3,6,2,1,0,0,0,35, United-States,0
38,4,239755,4,9,2,7,1,1,1,0,0,40, United-States,0
26,4,150361,5,10,1,11,3,1,0,0,0,40, United-States,0
20,4,293091,2,7,1,8,3,1,1,0,0,60, United-States,0
24,4,200089,4,9,2,2,1,1,1,0,0,60, Mexico,1
40,4,91836,4,9,3,2,2,1,1,0,0,45, United-States,0
23,4,324960,4,9,1,2,6,1,1,0,0,40, United-States,0
79,2,84616,2,7,2,3,1,1,1,0,0,7, United-States,0
44,4,252930,2,6,3,4,4,5,0,0,0,42, United-States,0
51,4,44000,7,14,2,1,5,1,0,99999,0,50, United-States,1
30,4,154843,4,9,2,7,1,1,1,0,0,40, United-States,0
52,4,99307,3,12,2,5,1,1,1,3103,0,48, United-States,1
41,4,182567,6,13,2,3,1,1,1,0,0,40, ?,1
33,4,93206,1,3,2,10,1,3,1,0,0,40, Philippines,0
50,4,100109,6,13,3,3,4,1,1,0,0,45, United-States,1
51,4,114927,3,11,2,11,1,1,1,7298,0,40, United-States,1
41,4,121287,4,9,1,7,2,1,1,0,0,40, United-States,0
35,4,189916,6,13,2,5,5,1,0,0,0,30, United-States,1
34,4,157747,5,10,2,3,1,1,1,7298,0,40, United-States,1
28,4,39232,6,13,1,1,2,1,1,0,0,45, United-States,0
31,5,133861,3,11,3,5,2,1,1,0,0,40, United-States,0
22,4,505980,4,9,1,9,3,1,1,0,0,40, United-States,0
67,0,183374,4,9,5,0,2,1,0,2329,0,15, United-States,0
65,4,193216,4,9,2,5,1,1,1,9386,0,40, United-States,1
39,6,140752,4,9,2,5,1,1,1,0,0,50, United-States,1
23,4,549349,5,10,1,11,3,1,1,0,0,40, United-States,0
29,6,179008,3,12,2,5,1,1,1,0,0,50, United-States,0
57,6,190554,2,6,3,3,3,1,1,0,0,60, United-States,1
47,4,80924,5,10,5,6,2,1,0,0,0,35, United-States,0
51,2,319054,4,9,2,8,1,2,1,0,0,60, United-States,0
34,4,297094,4,9,2,9,1,2,1,0,0,40, United-States,0
52,4,170562,4,9,2,3,1,1,1,0,0,60, United-States,1
29,4,240738,4,9,2,1,1,1,1,0,0,40, United-States,1
29,4,297544,4,9,2,2,1,1,1,0,0,40, United-States,0
25,2,169905,5,10,2,10,1,1,1,0,0,40, United-States,0
21,4,149637,5,10,1,6,2,1,0,0,0,40, United-States,0
38,4,182526,6,13,2,1,2,1,0,0,0,40, United-States,0
55,6,158315,4,9,2,5,1,1,1,0,0,50, United-States,1
61,5,227232,6,13,4,5,2,1,0,0,0,30, United-States,0
34,4,96483,3,12,1,4,2,3,0,8614,0,60, United-States,1
41,4,286970,6,13,2,4,1,1,1,0,0,40, United-States,0
27,2,223529,3,11,1,4,3,1,1,0,0,43, United-States,0
78,6,316261,6,13,1,3,2,1,1,99999,0,20, United-States,1
40,4,170214,4,9,2,8,1,1,1,0,0,40, United-States,1
